NAME, X, Y, Z, W, SUM
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.36397,4.26994,-0.716007, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.36329,4.40072,-0.718577, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.26911,4.42877,-0.700192, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.36261,4.53151,-0.721146, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.36397,4.78648,-0.71463, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.27069,4.70232,-0.69301, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.9863,5.10494,-0.842251, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98867,5.14932,-0.845728, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98602,5.13142,-0.852106, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98602,5.10178,-0.845885, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.9863,5.10494,-0.842251, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98602,5.10178,-0.845885, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98395,5.0961,-0.841257, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98386,5.09703,-0.839376, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.9863,5.10494,-0.842251, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98386,5.09703,-0.839376, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98395,5.10061,-0.837746, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98601,5.1142,-0.838357, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.9863,5.10494,-0.842251, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98601,5.1142,-0.838357, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98602,5.16722,-0.839349, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98867,5.14932,-0.845728, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98867,5.2655,-0.847118, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98601,5.37854,-0.84733, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98395,5.34387,-0.852646, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98601,5.25352,-0.854368, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98867,5.20741,-0.846423, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98602,5.19247,-0.853237, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98602,5.13142,-0.852106, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98867,5.14932,-0.845728, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98867,5.20741,-0.846423, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98867,5.14932,-0.845728, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98602,5.16722,-0.839349, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98602,5.22235,-0.839609, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98867,5.2655,-0.847118, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98602,5.27748,-0.839868, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98395,5.35459,-0.841905, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98601,5.37854,-0.84733, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.97806,5.08966,-0.837406, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.97806,5.08873,-0.840025, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.88542,4.95537,-0.818423, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.88561,4.95547,-0.813958, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.97806,5.08966,-0.837406, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.88561,4.95547,-0.813958, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.88561,4.96393,-0.812086, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.97806,5.09688,-0.837145, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.97806,5.08966,-0.837406, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.97806,5.09688,-0.837145, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98395,5.10061,-0.837746, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98386,5.09703,-0.839376, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.97806,5.08966,-0.837406, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98386,5.09703,-0.839376, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98395,5.0961,-0.841257, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.97806,5.08873,-0.840025, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.97806,5.24953,-0.856785, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.97806,5.37446,-0.85458, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.88425,5.29047,-0.834669, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.88406,5.14696,-0.837487, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.97806,5.18749,-0.855509, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.88415,5.07521,-0.836028, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.88425,5.00345,-0.834568, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.97806,5.12545,-0.854233, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.97806,5.18749,-0.855509, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.97806,5.12545,-0.854233, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98602,5.13142,-0.852106, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98602,5.19247,-0.853237, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.97806,5.24953,-0.856785, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98601,5.25352,-0.854368, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98395,5.34387,-0.852646, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.97806,5.37446,-0.85458, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.97806,5.41622,-0.847401, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.97806,5.38262,-0.84008, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.88542,5.29903,-0.815643, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.88483,5.33844,-0.825273, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.97806,5.41622,-0.847401, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.88483,5.33844,-0.825273, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.88425,5.29047,-0.834669, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.97806,5.37446,-0.85458, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.97806,5.41622,-0.847401, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.97806,5.37446,-0.85458, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98395,5.34387,-0.852646, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98601,5.37854,-0.84733, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.97806,5.41622,-0.847401, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98601,5.37854,-0.84733, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98395,5.35459,-0.841905, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.97806,5.38262,-0.84008, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.97806,5.11819,-0.837102, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.97806,5.09688,-0.837145, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.88561,4.96393,-0.812086, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.88561,4.98892,-0.811537, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.97806,5.11819,-0.837102, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.88561,4.98892,-0.811537, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.88561,5.05342,-0.811738, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.97806,5.17319,-0.837223, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.97806,5.11819,-0.837102, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.97806,5.17319,-0.837223, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98602,5.16722,-0.839349, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98601,5.1142,-0.838357, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.97806,5.11819,-0.837102, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98601,5.1142,-0.838357, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.98395,5.10061,-0.837746, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 9.97806,5.09688,-0.837145, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.733847,7.73762,-0.152053, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.645342,7.84876,-0.384845, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.634687,7.62257,-0.553928, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.810202,7.47765,-0.116174, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.733847,7.73762,-0.152053, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.810202,7.47765,-0.116174, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.739429,7.59485,0.320821, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.712096,7.84876,0.065867, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.733847,7.73762,-0.152053, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.712096,7.84876,0.065867, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.709062,7.99588,-0.0992406, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.716714,7.91041,-0.197311, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.733847,7.73762,-0.152053, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.716714,7.91041,-0.197311, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.668059,7.99588,-0.308439, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.645342,7.84876,-0.384845, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.043616,9.48434,-2.67567, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0469155,9.29388,-2.69733, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0703549,8.59739,-1.74761, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0631703,8.85382,-1.70711, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.043616,9.48434,-2.67567, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0631703,8.85382,-1.70711, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0559483,9.10913,-1.67272, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0395235,9.67478,-2.65794, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.043616,9.48434,-2.67567, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0395235,9.67478,-2.65794, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0242054,10.2103,-3.59698, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0253793,10.0823,-3.59937, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.043616,9.48434,-2.67567, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0253793,10.0823,-3.59937, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0250555,9.95642,-3.60377, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0469155,9.29388,-2.69733, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0279914,8.79892,-2.74739, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0,8.77046,-2.75687, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0,7.89273,-1.8589, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0450494,7.92119,-1.84942, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0279914,8.79892,-2.74739, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0450494,7.92119,-1.84942, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0762342,7.98561,-1.84423, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0477898,8.83945,-2.74903, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0279914,8.79892,-2.74739, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0477898,8.83945,-2.74903, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0212621,9.65599,-3.61427, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0120828,9.62782,-3.61209, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0279914,8.79892,-2.74739, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0120828,9.62782,-3.61209, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0,9.61038,-3.61586, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0,8.77046,-2.75687, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0328577,9.92214,-2.64159, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0395235,9.67478,-2.65794, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0559483,9.10913,-1.67272, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.046502,9.43894,-1.63844, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0328577,9.92214,-2.64159, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.046502,9.43894,-1.63844, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0340901,9.71425,-1.61277, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0237802,10.129,-2.62986, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0328577,9.92214,-2.64159, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0237802,10.129,-2.62986, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0141649,10.5232,-3.59855, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0201327,10.3801,-3.59729, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0328577,9.92214,-2.64159, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0201327,10.3801,-3.59729, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0242054,10.2103,-3.59698, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0395235,9.67478,-2.65794, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.073202,8.52817,-1.2132, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0823798,8.23536,-1.26687, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.087266,8.0847,-1.07643, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0772782,8.39422,-1.01476, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.073202,8.52817,-1.2132, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0772782,8.39422,-1.01476, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0677985,8.69985,-0.963519, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0643746,8.8184,-1.16803, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.073202,8.52817,-1.2132, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0643746,8.8184,-1.16803, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0559483,9.10913,-1.67272, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0631703,8.85382,-1.70711, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.073202,8.52817,-1.2132, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0631703,8.85382,-1.70711, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0703549,8.59739,-1.74761, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0823798,8.23536,-1.26687, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0538006,7.45916,-1.40488, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0,7.4307,-1.41436, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0,7.23411,-1.2459, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0573565,7.26258,-1.23641, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0538006,7.45916,-1.40488, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0573565,7.26258,-1.23641, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0967561,7.34623,-1.22356, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0908267,7.53676,-1.39492, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0538006,7.45916,-1.40488, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0908267,7.53676,-1.39492, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0762342,7.98561,-1.84423, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0450494,7.92119,-1.84942, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0538006,7.45916,-1.40488, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0450494,7.92119,-1.84942, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0,7.89273,-1.8589, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0,7.4307,-1.41436, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0535018,9.19106,-1.12381, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0643746,8.8184,-1.16803, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0677985,8.69985,-0.963519, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.056346,9.09033,-0.91469, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0535018,9.19106,-1.12381, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.056346,9.09033,-0.91469, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0415285,9.41501,-0.878971, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0393793,9.50147,-1.09099, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0535018,9.19106,-1.12381, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0393793,9.50147,-1.09099, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0340901,9.71425,-1.61277, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.046502,9.43894,-1.63844, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0535018,9.19106,-1.12381, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.046502,9.43894,-1.63844, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0559483,9.10913,-1.67272, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0643746,8.8184,-1.16803, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.00965022,10.3535,-4.03579, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0,10.3535,-4.03579, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0,10.2757,-4.02768, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0088844,10.2757,-4.02768, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.00965022,10.3535,-4.03579, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0088844,10.2757,-4.02768, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0155477,10.2609,-4.00941, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0168879,10.3427,-4.01651, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.00965022,10.3535,-4.03579, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0168879,10.3427,-4.01651, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0167119,10.4355,-4.02291, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.00954968,10.4437,-4.04283, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.00965022,10.3535,-4.03579, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.00954968,10.4437,-4.04283, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0,10.4437,-4.04283, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0,10.3535,-4.03579, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.00794555,10.582,-4.05014, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0,10.582,-4.05014, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0,10.4437,-4.04283, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.00954968,10.4437,-4.04283, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.00794555,10.582,-4.05014, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.00954968,10.4437,-4.04283, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0167119,10.4355,-4.02291, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0139047,10.5746,-4.03, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.00794555,10.582,-4.05014, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0139047,10.5746,-4.03, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0105274,10.6591,-4.01847, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.00617862,10.6964,-4.03558, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.00794555,10.582,-4.05014, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.00617862,10.6964,-4.03558, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0,10.6964,-4.03558, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0,10.582,-4.05014, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0193004,10.3104,-3.95868, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0177688,10.2166,-3.95462, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0250555,9.95642,-3.60377, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0253793,10.0823,-3.59937, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0193004,10.3104,-3.95868, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0253793,10.0823,-3.59937, , 
Ind, 0,0,0,0, 
Wgh, 0,0,0,0,0
Pos, 0.0242054,10.2103,-3.59698, , 
Ind, 0,0,0,0, 
